Organization Name,Company Homepage URL
Brigade Enterprises Ltd,https://www.brigadegroup.com
Bosch Ltd,https://www.bosch.in
Bluestone,https://www.bluestone.com/
Blue Star Ltd,https://www.bluestarindia.com
Blue Dart Express Ltd,https://www.bluedart.com
BLS International Services Ltd,https://www.blsinternational.com
Blitzllama,https://www.blitzllama.com/
Blackbuck,https://www.blackbuck.com/
Balkrishna Industries Ltd,https://www.bkt-tires.com
Birlasoft Ltd,https://www.birlasoft.com
Biocon Ltd,https://www.biocon.com
Bimaplan,https://www.bimaplan.co
Bikaji Foods International Ltd,https://www.bikaji.com
BigBasket,https://www.bigbasket.com/
Bajaj Holdings & Investment Ltd,https://www.bhil.in
Bharat Heavy Electricals Ltd,https://www.bhel.com
Bharti Hexacom Ltd,https://www.bhartihexacom.in
Bharat Petroleum Corporation Ltd,https://www.bharatpetroleum.in
Bharat Forge Ltd,https://www.bharatforge.com
BetterPlace,https://www.betterplace.co.in/
Berger Paints India Ltd,https://www.bergerpaints.com
BEML Ltd,https://www.bemlindia.in
Bharat Electronics Ltd,https://www.bel-india.in
Bharat Dynamics Ltd,https://www.bdl-india.in
Bombay Burmah Trading Corporation Ltd,https://www.bbtcl.com
Bayer Cropscience Ltd,https://www.bayercropscience.in
Bata India Ltd,https://www.bata.in
Bank of Maharashtra,https://www.bankofmaharashtra.in
Bank of India,https://www.bankofindia.co.in
Bank of Baroda,https://www.bankofbaroda.in
Bankbazaar,https://www.bankbazaar.com/
Bandhan Bank Ltd,https://www.bandhanbank.com
Bajaj Housing Finance Ltd,https://www.bajajhousingfinance.in
Bajaj Finance Ltd,https://www.bajajfinserv.in/finance
Bajaj Finserv Ltd,https://www.bajajfinserv.in
Bajaj Auto Ltd,https://www.bajajauto.com
Aye Finance,https://www.ayefinance.com/
Axis Bank Ltd,https://www.axisbank.com
AWL Agri Business Ltd,https://www.awl.in
Awfis,https://www.awfis.com/
Avenue Supermarts Ltd,https://www.avenuesupermarts.com
AvairSense,https://www.avairsense.com/
Auxilo,https://www.auxilo.com/
Authum Investment & Infrastructure Ltd,https://www.authum.com
Aurobindo Pharma Ltd,https://www.aurobindo.com
AU Small Finance Bank Ltd,https://www.aubank.in
Atul Ltd,https://www.atul.co.in
Ather Energy Ltd,https://www.atherenergy.com
Astrotalk,https://www.astrotalk.com/
Astral Ltd,https://www.astralltd.com
Aster DM Quality Care Ltd,https://www.asterdmhealthcare.in
Asian Paints Ltd,https://www.asianpaints.com
Ashok Leyland Ltd,https://www.ashokleyland.com
Arya.ag,https://www.arya.ag/
Aptus Value Housing Finance India Ltd,https://www.aptusindia.com
Apollo Tyres Ltd,https://www.apollotyres.com
Apollo Hospitals Enterprise Ltd,https://www.apollohospitals.com
Apollo,https://www.apollofirst.xyz/
APL Apollo Tubes Ltd,https://www.aplapollo.com
Apar Industries Ltd,https://www.apar.com
Anupam Rasayan India Ltd,https://www.anupamrasayan.com
AntWalk,https://www.antwalk.com/
Antropi Robotics,https://www.antropi.world/
Anthem Biosciences Ltd,https://www.anthembio.com
Angel One Ltd,https://www.angelone.in
Anant Raj Ltd,https://www.anantrajlimited.com
Anand Rathi Wealth Ltd,https://www.anandrathiwealth.in
Ambuja Cements Ltd,https://www.ambujacement.com
Amber Enterprises India Ltd,https://www.amberenterprises.in
Amara Raja Energy & Mobility Ltd,https://www.amararajaeandm.com
Alkem Laboratories Ltd,https://www.alkem.com
AlgoSurg Inc,https://www.algosurg.ai/
Akudo,https://www.akudo.in/
Ajanta Pharmaceuticals Ltd,https://www.ajantapharma.com
Asahi India Glass Ltd,https://www.aisglass.com
Bharti Airtel Ltd,https://www.airtel.in
AIA Engineering Ltd,https://www.aiaengineering.com
AgroStar,https://www.agrostar.in/
Agilitas,https://www.agilitas.in/
Affle 3i Ltd,https://www.affle.com
Afcons Infrastructure Ltd,https://www.afcons.com
Aequs,https://www.aequs.com/
Aegis Vopak Terminals Ltd,https://www.aegisvopak.com
Aegis Logistics Ltd,https://www.aegisindia.com
Advantage Club,https://www.advantageclub.co
Aditya Infotech Ltd,https://www.adityagroup.com
Aditya Birla Real Estate Ltd,https://www.adityabirlarealestate.com
Aditya Birla Capital Ltd,https://www.adityabirlacapital.com
adda247,https://www.adda247.com/
Adani Power Ltd,https://www.adanipower.com
Adani Ports and Special Economic Zone Ltd,https://www.adaniports.com
Adani Green Energy Ltd,https://www.adanigreenenergy.com
Adani Total Gas Ltd,https://www.adanigas.com
Adani Enterprises Ltd,https://www.adanienterprises.com
Adani Energy Solutions Ltd,https://www.adanienergysolutions.com
ACME Solar Holdings Ltd,https://www.acme.in
Acko,https://www.acko.com/
Action Construction Equipment Ltd,https://www.ace-cranes.com
ACC Ltd,https://www.acclimited.com
Absolute Foods,https://www.absolutefoods.com/
Aditya Birla Lifestyle Brands Ltd,https://www.ablbl.in
Aditya Birla Fashion and Retail Ltd,https://www.abfrl.com
Allied Blenders and Distillers Ltd,https://www.abdindia.com
Abbott India Ltd,https://www.abbott.co.in
Aavas Financiers Ltd,https://www.aavas.in
Aarti Industries Ltd,https://www.aartiindustries.com
Aadhar Housing Finance Ltd,https://www.aadharhousing.com
3M India Ltd,https://www.3m.co.in
Whatfix,https://whatfix.com
WeWork India,https://wework.co.in
Weekday,https://weekday.works
Waycool,https://waycool.in
Voosh,https://voosh.ai
Vahan,https://vahan.ai
Unacademy,https://unacademy.com
SuperAPI,https://trysuperapi.com
Toolify,https://toolify.sh
Tilt,https://tilt.bike
NextDrop,https://thenextdrop.com/
Rare Rabbit,https://thehouseofrare.com
Tata Investment Corporation Ltd,https://tatainvestment.com
Synapsica Healthcare,https://synapsica.com
Swadesi Way,https://swadesiway.com
SureBright,https://surebright.com
SuperKalam,https://superkalam.com
Sumitomo Chemical India Ltd,https://sumichem.co.in
Stownest,https://stownest.com
StayQrious,https://StayQrious.com
Statiq,https://statiq.in
Raven,https://startraven.com
Spark Studio,https://sparkstudio.co
smallcase,https://smallcase.com
Slidely AI,https://slidely.ai
Slice,https://sliceit.com
ShareChat,https://sharechat.com
Servify,https://servify.com
Scripbox,https://scripbox.com
SALT,https://salt.pe
SalaryBox,https://salarybox.in
SalaryBook,https://salarybook.co.in
Sagility Ltd,https://sagility.com
Safe Security,https://safe.security
RocketSDR,https://rocketsdr.ai
Rivia.AI,https://rivia.ai
Ressl AI,https://ressl.ai
Rehook.ai,https://rehook.ai
RedBrick AI,https://redbrickai.com
RecordBook,https://recordbook.io
Reclaim Protocol,https://reclaimprotocol.org
REC Ltd,https://recindia.nic.in
Razorpay,https://razorpay.com
Rapido,https://rapido.bike
Qure.ai,https://qure.ai
Porter,https://porter.in
Pocket FM,https://pocketfm.com
Punjab National Bank,https://pnb.bank.in
Playment,https://playment.io/
PillarPlus,https://pillarplus.com
Piggy,https://piggy.co.in
PG Electroplast Ltd,https://pgel.in
Perseus,https://perseus.computer
Pensil,https://pensil.in
One 97 Communications Ltd,https://paytm.com
Pay Swifter,https://payswifter.com
PayCrunch,https://paycrunch.in
Paasa,https://paasa.com
Nonu,https://nonucare.com/
ABB India Ltd,https://new.abb.com/india
MyPetrolPump,https://mypetrolpump.com/
Namaste Business,https://mynamaste.in
Aditya Birla Sun Life AMC Ltd,https://mutualfund.adityabirlacapital.com
Mudrex,https://mudrex.com
Mosaic Wellness,https://mosaicwellness.in
Morphle Labs,https://morphlelabs.com
MMTC Ltd,https://mmtclimited.gov.in
MedPiper Technologies,https://medpiper.com
Maya Labs,https://mayalabs.io
Material Depot,https://materialdepot.in/
marketfeed,https://marketfeed.com
Khabri,https://khabri.app/
Kalpataru Projects International Ltd,https://kalpataruprojects.com
Kaagaz,https://kaagaz.app
JoinSub,https://joinsub.com
Ivy Homes,https://ivy.homes
IRCON International Ltd,https://ircon.org
Schneider Electric Infrastructure Ltd,https://infra-in.se.com
Infra.Market,https://infra.market
BookMyShow,https://in.bookmyshow.com/
Inventurus Knowledge Solutions Ltd,https://ikshealth.com
Honasa Consumer Ltd,https://honasa.in
Gullak Money,https://gullak.money/
Billionbrains Garage Ventures Ltd,https://groww.in
GroMo,https://gromo.in/
GoSats,https://gosats.io
goDutch,https://godutchpay.in
GodHands,https://godhands.dev
Gobillion,https://gobillion.co
Swipe,https://getswipe.in
Kosh,https://getkosh.com
Dockup,https://getdockup.com/
Binks,https://getbinks.com/
Geniemode,https://geniemode.com/
FrontPage,https://front.page
Freshdesk,https://freshdesk.com/
Fractal Analytics,https://fractal.ai/
Flux Auto,https://fluxauto.ai
Floworks,https://floworks.ai/
Finova Capital,https://finovacapital.com/
Fi,https://fi.money/
Fello,https://fello.in
Fastpad,https://fastpad.com/
Farmako Healthcare,https://farmako.ai
FarEye,https://fareye.com/
FamPay,https://fampay.in
Explorex,https://explorex.co
Exotel,https://exotel.com/
Exly,https://exlyapp.com/
Everest Fleet,https://everestfleet.com/
ElasticRun,https://elastic.run/
EKA Mobility,https://ekamobility.com/
Edyst,https://edyst.com
Nino Foods,https://eatnino.com/
EatClub Brands (Box8),https://eatclub.in/
Easyplan,https://easyplan.in/
Dyte,https://dyte.io
DrDroid,https://drdroid.io/
DocVita,https://docvita.com
Decentro,https://decentro.tech
Darwinbox,https://darwinbox.com/
Wifi Dabba,https://dabba.com
Curefoods,https://curefoods.in/
CRED,https://cred.club/
Coupl,https://coupl.money/
Coulomb AI,https://coulomb.ai/
CodeParrot AI,https://codeparrot.ai/
Clueso,https://clueso.io
ClickPe,https://clickpe.ai/
CleverTap,https://clevertap.com/
Citymall,https://citymall.live/
Cityfurnish,https://cityfurnish.com/
Chalo,https://chalo.com/
Celebal Technologies,https://celebaltech.com/
Castled.io,https://castled.io/
CashBook,https://cashbook.in
BYJU'S,https://byjus.com/
Bueno Finance,https://buenofinanceinc.com
Bolna AI,https://bolna.ai
Blue Jet Healthcare Ltd,https://bluejethealthcare.com
Blinkit,https://blinkit.com/
Bikry,https://bikry.com/
BharatX,https://bharatx.tech/
BharatPe,https://bharatpe.com/
Better Opinions,https://betteropinions.in/
Betterhalf,https://betterhalf.ai
Belrise Industries Ltd,https://belriseindustries.com
Battery Smart,https://batterysmart.in/
State Bank of India,https://bank.sbi
Atlan,https://atlan.com/
AppX,https://appx.co.in
Ampere Vehicles,https://ampere-electric.com/
AlgoTest,https://algotest.in
DeHaat,https://agrevolution.in/
AgniKul Cosmos,https://agnikul.in/
Acutaas Chemicals Ltd,https://acutaas.com
Able,https://ablejobs.co/
360 ONE WAM Ltd,https://360.one
100x,https://100x.bot
Zuddl,http://www.zuddl.com
Swadesh,http://www.swadesh.co
Supr Daily,http://www.suprdaily.com
Orangewood Labs,http://www.orangewood.co
Orange Health Labs,http://www.orangehealth.in
LotusPay,http://www.lotuspay.com
Loop Health,http://www.loophealth.com
Kalam Labs,http://www.kalamlabs.in
Innov8,http://www.innov8.work
GoLorry,http://www.golorry.com
Pulse Active Stations Network,http://www.getpulse.in/
Pulse,http://www.getpulse.care/
HelpNow,http://www.gethelpnow.in
Drivezy,http://www.drivezy.com
Dost Education,http://www.dosteducation.com/
Digi-Prex,http://www.digi-prex.com/
Chaos Genius,http://www.chaosgenius.io
Bulk MRO Industrial Supply,http://www.bulkmro.com
Breathe Well-being,http://www.breathewellbeing.in
BeWell Digital,http://www.bewelldigital.com
AccioJob,http://www.acciojob.com
Verak,http://verak.in
Scribe,http://tryscribe.com
Spenny,http://spennyapp.com
Skill-lync,http://skill-lync.com
Redcliffe Lifetech,http://redcliffelabs.com
RedCarpetUp,http://redcarpetup.com
Markupwand,http://markupwand.com
Fieldproxy,http://fieldproxy.com/
farmtheory,http://farmtheory.in/
EduRev,http://edurev.in
Bicycle AI,http://bicycleai.com
AlgoUniversity,http://algouniversity.com/
Cemindia Projects Ltd,https://www.cemindia.co.in/
CIE Automotive India Ltd,https://www.cie-india.com/
Cohance Lifesciences Ltd,https://www.cohance.com/cdmo-services-lp/
CORE,https://www.coreresponse.org/india/
GE Vernova T&D India Ltd,https://www.gevernova.com/
Jain Resource Recycling Ltd,http://www.jainmetalgroup.com
Oracle Financial Services Software Ltd,https://www.oracle.com/in/industries/financial-services/
Pragmatic Leaders (Ankai Inc),https://asugsvsummit.com/companies/ankai-inc
Tenneco Clean Air India Ltd,https://www.tenneco.com/solutions/clean-air
United Spirits Ltd,https://northernspirits.co.in/united-spirits-2/
